disco_lambda,epoch,acc,loss,eff_at_1pct,jsd,jsd_argmax_legacy,jsd_argmax_recomputed,disco_loss,auc
0.0,31,0.980811276217011,0.06060414900790611,0.9472399671431695,0.018113719864096677,0.0065296526000116276,0.004395512842345652,0.0034155471461748167,0.997374
1.0,31,0.9808257874777494,0.06402071727248465,0.9474881662224691,0.019477199516077893,0.006371350195498983,0.0043802844022519894,0.0033700863313439896,0.997373
2.0,25,0.9809370404767432,0.0673630760636513,0.9475649897470142,0.018184143946732213,0.00626162895705994,0.004184861306601315,0.003337127931540586,0.997375
3.0,31,0.9808064391300982,0.070668910994691,0.9475236232337976,0.018468182807155516,0.006506821865960498,0.0043200914516908695,0.0033100133100950526,0.997373
4.0,31,0.9808499729123132,0.07394878543719041,0.9475590802451261,0.018617015575019324,0.006493595832931445,0.0043318198276212205,0.003287676492602581,0.997371
5.0,31,0.980898343781441,0.0772132684932424,0.9477009082904402,0.01860583999530058,0.006548715816298153,0.0043774070914585185,0.00326930399838235,0.997368
6.0,22,0.98183673864252,0.08046172110415882,0.9475649897470142,0.01861989293822772,0.005406561859933201,0.0035810843245479094,0.0031606132553026996,0.997342
7.0,22,0.9816674406005728,0.08357325355645516,0.9471099581016316,0.018236443592494492,0.0053086905876818845,0.0034378228623638965,0.0031511365485679403,0.997338
8.0,22,0.9814836312978872,0.08664156445320449,0.9465071889090468,0.01687371406757235,0.005277044644320734,0.0033253205412766933,0.003126848221960283,0.997329
9.0,22,0.9810144338673478,0.08971042042730319,0.945827596191917,0.016559350530138073,0.005292570957770425,0.003259416444527913,0.0031098901378431238,0.997325
10.0,22,0.980941877563656,0.0928240276330507,0.9458039581843647,0.015943007519605507,0.0052052430994339914,0.0031374509519351344,0.003093158513628752,0.997316
12.0,22,0.9808257874777494,0.09901348439110626,0.9447461573463972,0.014468724943322289,0.005018541705258694,0.0030337658480648166,0.003053906485400866,0.9973
15.0,21,0.9812659623868122,0.11069073427776169,0.9458394151956931,0.01801539769843856,0.005190017401882036,0.003290107392507502,0.0031937636924731262,0.997267
20.0,21,0.9810241080411732,0.12717193562303034,0.9447816143577258,0.017268166281542995,0.004801658668844317,0.003142315852057335,0.003172822598266732,0.997219
30.0,21,0.9805645847844594,0.16009722736890947,0.9413718317683003,0.016765383718266393,0.0044573053821200396,0.002678213517764659,0.003147063180835967,0.997134
50.0,21,0.9793794984908288,0.22460925431224216,0.9363546646653154,0.01759213263946105,0.003948436219368968,0.0020433846624143175,0.0030835265955827837,0.99696
